스킬ID,스킬,타겟_범위,타겟_태그
15001,샤워하자,"연애상태_싱글, 연애상태_커플",
14999,마스크팩 할 시간!,"연애상태_싱글, 연애상태_커플",
14997,치카해야지,"연애상태_싱글, 연애상태_커플",
14995,어푸하자,"연애상태_싱글, 연애상태_커플",
14993,칭찬 스티커 붙여줄게,"연애상태_싱글, 연애상태_커플",
14991,용돈 줄게,전체,재물금전운
14989,궁디팡팡,"연애상태_싱글, 연애상태_커플",
14987,손바닥에 하트 뿅,"연애상태_싱글, 연애상태_커플",
14985,털 빗자,"연애상태_싱글, 연애상태_커플",
14983,편지 써줄게,"연애상태_싱글, 연애상태_커플",
14981,이름 불러볼까,"연애상태_싱글, 연애상태_커플",
14979,칭찬해줄게,"연애상태_싱글, 연애상태_커플",
14977,이리와 안아줄게,"연애상태_싱글, 연애상태_커플",
14975,뽀뽀!,"연애상태_싱글, 연애상태_커플",
14973,쓰담쓰담,"연애상태_싱글, 연애상태_커플",
14971,하이파이브!,"연애상태_싱글, 연애상태_커플",
14969,사랑해❤️,"연애상태_싱글, 연애상태_커플",연애_일반
14967,캣타워에서 놀자,"연애상태_싱글, 연애상태_커플",
14965,게임기 해도 돼,"연애상태_싱글, 연애상태_커플",
14963,쥐돌이 돌아다녀,"연애상태_싱글, 연애상태_커플",연애_재회
14961,레이저 나온다!,"연애상태_싱글, 연애상태_커플",
14959,쎄쎄쎄🎵,"연애상태_싱글, 연애상태_커플",
14957,골프 치러 갈까?,"연애상태_싱글, 연애상태_커플",
14955,고급 캣타워야,"연애상태_싱글, 연애상태_커플",
14953,스티커사진 찍을래?,"연애상태_싱글, 연애상태_커플",
14951,영화 보러 가자,"연애상태_싱글, 연애상태_커플",
14949,숨바꼭질 할 시간!,"연애상태_싱글, 연애상태_커플",
14947,박스 들어갈래?,"연애상태_싱글, 연애상태_커플",
14945,댄스타임🎵,"연애상태_싱글, 연애상태_커플",
14943,뜨개질 해보자,"연애상태_싱글, 연애상태_커플",
14941,스크래쳐 할래?,"연애상태_싱글, 연애상태_커플",
14939,쇼핑백 여기있어,"연애상태_싱글, 연애상태_커플",
14937,털실 가지고 놀자,"연애상태_싱글, 연애상태_커플",
14935,오뎅꼬치 줄게,"연애상태_싱글, 연애상태_커플",
14933,프라푸치노 마실래?,"연애상태_싱글, 연애상태_커플",
14931,잠옷 입자,"연애상태_싱글, 연애상태_커플",
14929,마약 방석 여기있어,"연애상태_싱글, 연애상태_커플",
14927,풀리피 세어보자,"연애상태_싱글, 연애상태_커플",
14925,난로 켜줄게,"연애상태_싱글, 연애상태_커플",
14923,핫초코 마셔봐,"연애상태_싱글, 연애상태_커플",
14921,안마의자 앉을래?,"연애상태_싱글, 연애상태_커플",
14919,스파할 시간이야,"연애상태_싱글, 연애상태_커플",
14917,책 읽어줄게,"연애상태_싱글, 연애상태_커플",
14915,안대 씌워줄게,"연애상태_싱글, 연애상태_커플",
14911,홍삼 먹어,"연애상태_싱글, 연애상태_커플",
14909,캣닢 솔솔,"연애상태_싱글, 연애상태_커플",
14907,담요 덮어줄게,"연애상태_싱글, 연애상태_커플",
14905,자장가 불러줄게,"연애상태_싱글, 연애상태_커플",연애_결혼
14903,식빵 구울까?,"연애상태_싱글, 연애상태_커플",
14901,발마사지 해줄게,"연애상태_싱글, 연애상태_커플",
14899,연어회 타임,"연애상태_싱글, 연애상태_커플",
14897,스테이크 해줄게,"연애상태_싱글, 연애상태_커플",
14895,달고나 먹을까?,"연애상태_싱글, 연애상태_커플",
14893,햄버거 먹자!,"연애상태_싱글, 연애상태_커플",
14891,밀크셰이크 줄게,"연애상태_싱글, 연애상태_커플",
14889,삼계탕 먹을래?,"연애상태_싱글, 연애상태_커플",
14887,별사탕 먹자,"연애상태_싱글, 연애상태_커플",
14885,이유식 만들어 줄게,"연애상태_싱글, 연애상태_커플",
14883,치맥 먹자,"연애상태_싱글, 연애상태_커플",
14881,오징어 구워줄까?,"연애상태_싱글, 연애상태_커플",
14879,고등어 정식 해줄게,"연애상태_싱글, 연애상태_커플",
14875,츄릅 줄게,"연애상태_싱글, 연애상태_커플",
14873,우유 마셔,"연애상태_싱글, 연애상태_커플",
14871,사료 먹을까?,"연애상태_싱글, 연애상태_커플",
14869,상태명 바꿔줄게,"연애상태_싱글, 연애상태_커플",
14865,아무냥 지금 어때?,"연애상태_싱글, 연애상태_커플",
14863,작별 인사하기,"연애상태_싱글, 연애상태_커플",
14861,알 부화시킬래,"연애상태_싱글, 연애상태_커플",
14859,아무냥 색칠할래,"연애상태_싱글, 연애상태_커플",
14857,광고보고 출석 도장 찍을래,"연애상태_싱글, 연애상태_커플",
14847,젊음의 물약..?,"연애상태_싱글, 연애상태_커플",
14845,온천 가자,"연애상태_싱글, 연애상태_커플",
14843,목욕할까?,"연애상태_싱글, 연애상태_커플",
14841,샤워하자,"연애상태_싱글, 연애상태_커플",
14839,마스크팩 할 시간!,"연애상태_싱글, 연애상태_커플",
14837,치카해야지,"연애상태_싱글, 연애상태_커플",
14835,어푸하자,"연애상태_싱글, 연애상태_커플",
14833,칭찬 스티커 붙여줄게,"연애상태_싱글, 연애상태_커플",
14831,용돈 줄게,전체,재물금전운
14829,궁디팡팡,"연애상태_싱글, 연애상태_커플",
14827,손바닥에 하트 뿅,"연애상태_싱글, 연애상태_커플",
14825,털 빗자,"연애상태_싱글, 연애상태_커플",
14823,편지 써줄게,"연애상태_싱글, 연애상태_커플",
14821,이름 불러볼까,"연애상태_싱글, 연애상태_커플",
14819,칭찬해줄게,"연애상태_싱글, 연애상태_커플",
14817,이리와 안아줄게,"연애상태_싱글, 연애상태_커플",
14815,뽀뽀!,"연애상태_싱글, 연애상태_커플",
14813,쓰담쓰담,"연애상태_싱글, 연애상태_커플",
14811,하이파이브!,"연애상태_싱글, 연애상태_커플",
14809,사랑해❤️,"연애상태_싱글, 연애상태_커플",연애_일반
14807,캣타워에서 놀자,"연애상태_싱글, 연애상태_커플",
14805,게임기 해도 돼,"연애상태_싱글, 연애상태_커플",
14803,쥐돌이 돌아다녀,"연애상태_싱글, 연애상태_커플",연애_재회
14801,레이저 나온다!,"연애상태_싱글, 연애상태_커플",
14799,쎄쎄쎄🎵,"연애상태_싱글, 연애상태_커플",
14797,골프 치러 갈까?,"연애상태_싱글, 연애상태_커플",
14795,고급 캣타워야,"연애상태_싱글, 연애상태_커플",
14793,스티커사진 찍을래?,"연애상태_싱글, 연애상태_커플",
14791,영화 보러 가자,"연애상태_싱글, 연애상태_커플",
14789,숨바꼭질 할 시간!,"연애상태_싱글, 연애상태_커플",
14787,박스 들어갈래?,"연애상태_싱글, 연애상태_커플",
14785,댄스타임🎵,"연애상태_싱글, 연애상태_커플",
14783,뜨개질 해보자,"연애상태_싱글, 연애상태_커플",
14781,스크래쳐 할래?,"연애상태_싱글, 연애상태_커플",
14779,쇼핑백 여기있어,"연애상태_싱글, 연애상태_커플",
14777,털실 가지고 놀자,"연애상태_싱글, 연애상태_커플",
14775,오뎅꼬치 줄게,"연애상태_싱글, 연애상태_커플",
14773,프라푸치노 마실래?,"연애상태_싱글, 연애상태_커플",
14771,잠옷 입자,"연애상태_싱글, 연애상태_커플",
14769,마약 방석 여기있어,"연애상태_싱글, 연애상태_커플",
14767,풀리피 세어보자,"연애상태_싱글, 연애상태_커플",
14765,난로 켜줄게,"연애상태_싱글, 연애상태_커플",
14763,핫초코 마셔봐,"연애상태_싱글, 연애상태_커플",
14761,안마의자 앉을래?,"연애상태_싱글, 연애상태_커플",
14759,스파할 시간이야,"연애상태_싱글, 연애상태_커플",
14757,책 읽어줄게,"연애상태_싱글, 연애상태_커플",
14755,안대 씌워줄게,"연애상태_싱글, 연애상태_커플",
14751,홍삼 먹어,"연애상태_싱글, 연애상태_커플",
14749,캣닢 솔솔,"연애상태_싱글, 연애상태_커플",
14747,담요 덮어줄게,"연애상태_싱글, 연애상태_커플",
14745,자장가 불러줄게,"연애상태_싱글, 연애상태_커플",연애_결혼
14743,식빵 구울까?,"연애상태_싱글, 연애상태_커플",
14741,발마사지 해줄게,"연애상태_싱글, 연애상태_커플",
14739,연어회 타임,"연애상태_싱글, 연애상태_커플",
14737,스테이크 해줄게,"연애상태_싱글, 연애상태_커플",
14735,달고나 먹을까?,"연애상태_싱글, 연애상태_커플",
14733,햄버거 먹자!,"연애상태_싱글, 연애상태_커플",
14731,밀크셰이크 줄게,"연애상태_싱글, 연애상태_커플",
14729,삼계탕 먹을래?,"연애상태_싱글, 연애상태_커플",
14727,별사탕 먹자,"연애상태_싱글, 연애상태_커플",
14725,이유식 만들어 줄게,"연애상태_싱글, 연애상태_커플",
14723,치맥 먹자,"연애상태_싱글, 연애상태_커플",
14721,오징어 구워줄까?,"연애상태_싱글, 연애상태_커플",
14719,고등어 정식 해줄게,"연애상태_싱글, 연애상태_커플",
14715,츄릅 줄게,"연애상태_싱글, 연애상태_커플",
14713,우유 마셔,"연애상태_싱글, 연애상태_커플",
14711,사료 먹을까?,"연애상태_싱글, 연애상태_커플",
14709,상태명 바꿔줄게,"연애상태_싱글, 연애상태_커플",
14705,아무냥 지금 어때?,"연애상태_싱글, 연애상태_커플",
14703,작별 인사하기,"연애상태_싱글, 연애상태_커플",
14701,알 부화시킬래,"연애상태_싱글, 연애상태_커플",
14699,아무냥 색칠할래,"연애상태_싱글, 연애상태_커플",
14697,광고보고 출석 도장 찍을래,"연애상태_싱글, 연애상태_커플",
14685,온천 가자,"연애상태_싱글, 연애상태_커플",
14683,목욕할까?,"연애상태_싱글, 연애상태_커플",
14681,샤워하자,"연애상태_싱글, 연애상태_커플",
14679,마스크팩 할 시간!,"연애상태_싱글, 연애상태_커플",
14677,치카해야지,"연애상태_싱글, 연애상태_커플",
14675,어푸하자,"연애상태_싱글, 연애상태_커플",
14673,칭찬 스티커 붙여줄게,"연애상태_싱글, 연애상태_커플",
14671,용돈 줄게,전체,재물금전운
14669,궁디팡팡,"연애상태_싱글, 연애상태_커플",
14667,손바닥에 하트 뿅,"연애상태_싱글, 연애상태_커플",
14665,털 빗자,"연애상태_싱글, 연애상태_커플",
14663,편지 써줄게,"연애상태_싱글, 연애상태_커플",
14661,이름 불러볼까,"연애상태_싱글, 연애상태_커플",
14659,칭찬해줄게,"연애상태_싱글, 연애상태_커플",
14657,이리와 안아줄게,"연애상태_싱글, 연애상태_커플",
14655,뽀뽀!,"연애상태_싱글, 연애상태_커플",
14653,쓰담쓰담,"연애상태_싱글, 연애상태_커플",
14651,하이파이브!,"연애상태_싱글, 연애상태_커플",
14649,사랑해❤️,"연애상태_싱글, 연애상태_커플",연애_일반
14647,캣타워에서 놀자,"연애상태_싱글, 연애상태_커플",
14645,게임기 해도 돼,"연애상태_싱글, 연애상태_커플",
14643,쥐돌이 돌아다녀,"연애상태_싱글, 연애상태_커플",연애_재회
14641,레이저 나온다!,"연애상태_싱글, 연애상태_커플",
14639,쎄쎄쎄🎵,"연애상태_싱글, 연애상태_커플",
14637,골프 치러 갈까?,"연애상태_싱글, 연애상태_커플",
14635,고급 캣타워야,"연애상태_싱글, 연애상태_커플",
14633,스티커사진 찍을래?,"연애상태_싱글, 연애상태_커플",
14631,영화 보러 가자,"연애상태_싱글, 연애상태_커플",
14629,숨바꼭질 할 시간!,"연애상태_싱글, 연애상태_커플",
14627,박스 들어갈래?,"연애상태_싱글, 연애상태_커플",
14625,댄스타임🎵,"연애상태_싱글, 연애상태_커플",
14623,뜨개질 해보자,"연애상태_싱글, 연애상태_커플",
14621,스크래쳐 할래?,"연애상태_싱글, 연애상태_커플",
14619,쇼핑백 여기있어,"연애상태_싱글, 연애상태_커플",
14617,털실 가지고 놀자,"연애상태_싱글, 연애상태_커플",
14615,오뎅꼬치 줄게,"연애상태_싱글, 연애상태_커플",
14613,프라푸치노 마실래?,"연애상태_싱글, 연애상태_커플",
14611,잠옷 입자,"연애상태_싱글, 연애상태_커플",
14609,마약 방석 여기있어,"연애상태_싱글, 연애상태_커플",
14607,풀리피 세어보자,"연애상태_싱글, 연애상태_커플",
14605,난로 켜줄게,"연애상태_싱글, 연애상태_커플",
14603,핫초코 마셔봐,"연애상태_싱글, 연애상태_커플",
14601,안마의자 앉을래?,"연애상태_싱글, 연애상태_커플",
14599,스파할 시간이야,"연애상태_싱글, 연애상태_커플",
14597,책 읽어줄게,"연애상태_싱글, 연애상태_커플",
14595,안대 씌워줄게,"연애상태_싱글, 연애상태_커플",
14591,홍삼 먹어,"연애상태_싱글, 연애상태_커플",
14589,캣닢 솔솔,"연애상태_싱글, 연애상태_커플",
14587,담요 덮어줄게,"연애상태_싱글, 연애상태_커플",
14585,자장가 불러줄게,"연애상태_싱글, 연애상태_커플",연애_결혼
14583,식빵 구울까?,"연애상태_싱글, 연애상태_커플",
14581,발마사지 해줄게,"연애상태_싱글, 연애상태_커플",
14579,연어회 타임,"연애상태_싱글, 연애상태_커플",
14577,스테이크 해줄게,"연애상태_싱글, 연애상태_커플",
14575,달고나 먹을까?,"연애상태_싱글, 연애상태_커플",
14573,햄버거 먹자!,"연애상태_싱글, 연애상태_커플",
14571,밀크셰이크 줄게,"연애상태_싱글, 연애상태_커플",
14569,삼계탕 먹을래?,"연애상태_싱글, 연애상태_커플",
14567,별사탕 먹자,"연애상태_싱글, 연애상태_커플",
14565,이유식 만들어 줄게,"연애상태_싱글, 연애상태_커플",
14563,치맥 먹자,"연애상태_싱글, 연애상태_커플",
14561,오징어 구워줄까?,"연애상태_싱글, 연애상태_커플",
14559,고등어 정식 해줄게,"연애상태_싱글, 연애상태_커플",
14555,츄릅 줄게,"연애상태_싱글, 연애상태_커플",
14553,우유 마셔,"연애상태_싱글, 연애상태_커플",
14551,사료 먹을까?,"연애상태_싱글, 연애상태_커플",
14549,상태명 바꿔줄게,"연애상태_싱글, 연애상태_커플",
14545,아무냥 지금 어때?,"연애상태_싱글, 연애상태_커플",
14543,작별 인사하기,"연애상태_싱글, 연애상태_커플",
14541,알 부화시킬래,"연애상태_싱글, 연애상태_커플",
14539,아무냥 색칠할래,"연애상태_싱글, 연애상태_커플",
14537,광고보고 출석 도장 찍을래,"연애상태_싱글, 연애상태_커플",
14525,온천 가자,"연애상태_싱글, 연애상태_커플",
14523,목욕할까?,"연애상태_싱글, 연애상태_커플",
14521,샤워하자,"연애상태_싱글, 연애상태_커플",
14519,마스크팩 할 시간!,"연애상태_싱글, 연애상태_커플",
14517,치카해야지,"연애상태_싱글, 연애상태_커플",
14515,어푸하자,"연애상태_싱글, 연애상태_커플",
14513,칭찬 스티커 붙여줄게,"연애상태_싱글, 연애상태_커플",
14511,용돈 줄게,전체,재물금전운
14509,궁디팡팡,"연애상태_싱글, 연애상태_커플",
14507,손바닥에 하트 뿅,"연애상태_싱글, 연애상태_커플",
14505,털 빗자,"연애상태_싱글, 연애상태_커플",
14503,편지 써줄게,"연애상태_싱글, 연애상태_커플",
14501,이름 불러볼까,"연애상태_싱글, 연애상태_커플",
14499,칭찬해줄게,"연애상태_싱글, 연애상태_커플",
14497,이리와 안아줄게,"연애상태_싱글, 연애상태_커플",
14495,뽀뽀!,"연애상태_싱글, 연애상태_커플",
14493,쓰담쓰담,"연애상태_싱글, 연애상태_커플",
14491,하이파이브!,"연애상태_싱글, 연애상태_커플",
14489,사랑해❤️,"연애상태_싱글, 연애상태_커플",연애_일반
14487,캣타워에서 놀자,"연애상태_싱글, 연애상태_커플",
14485,게임기 해도 돼,"연애상태_싱글, 연애상태_커플",
14483,쥐돌이 돌아다녀,"연애상태_싱글, 연애상태_커플",연애_재회
14481,레이저 나온다!,"연애상태_싱글, 연애상태_커플",
14479,쎄쎄쎄🎵,"연애상태_싱글, 연애상태_커플",
14477,골프 치러 갈까?,"연애상태_싱글, 연애상태_커플",
14475,고급 캣타워야,"연애상태_싱글, 연애상태_커플",
14473,스티커사진 찍을래?,"연애상태_싱글, 연애상태_커플",
14471,영화 보러 가자,"연애상태_싱글, 연애상태_커플",
14469,숨바꼭질 할 시간!,"연애상태_싱글, 연애상태_커플",
14467,박스 들어갈래?,"연애상태_싱글, 연애상태_커플",
14465,댄스타임🎵,"연애상태_싱글, 연애상태_커플",
14463,뜨개질 해보자,"연애상태_싱글, 연애상태_커플",
14461,스크래쳐 할래?,"연애상태_싱글, 연애상태_커플",
14459,쇼핑백 여기있어,"연애상태_싱글, 연애상태_커플",
14457,털실 가지고 놀자,"연애상태_싱글, 연애상태_커플",
14455,오뎅꼬치 줄게,"연애상태_싱글, 연애상태_커플",
14453,프라푸치노 마실래?,"연애상태_싱글, 연애상태_커플",
14451,잠옷 입자,"연애상태_싱글, 연애상태_커플",
14449,마약 방석 여기있어,"연애상태_싱글, 연애상태_커플",
14447,풀리피 세어보자,"연애상태_싱글, 연애상태_커플",
14445,난로 켜줄게,"연애상태_싱글, 연애상태_커플",
14443,핫초코 마셔봐,"연애상태_싱글, 연애상태_커플",
14441,안마의자 앉을래?,"연애상태_싱글, 연애상태_커플",
14439,스파할 시간이야,"연애상태_싱글, 연애상태_커플",
14437,책 읽어줄게,"연애상태_싱글, 연애상태_커플",
14435,안대 씌워줄게,"연애상태_싱글, 연애상태_커플",
14431,홍삼 먹어,"연애상태_싱글, 연애상태_커플",
14429,캣닢 솔솔,"연애상태_싱글, 연애상태_커플",
14427,담요 덮어줄게,"연애상태_싱글, 연애상태_커플",
14425,자장가 불러줄게,"연애상태_싱글, 연애상태_커플",연애_결혼
14423,식빵 구울까?,"연애상태_싱글, 연애상태_커플",
14421,발마사지 해줄게,"연애상태_싱글, 연애상태_커플",
14419,연어회 타임,"연애상태_싱글, 연애상태_커플",
14417,스테이크 해줄게,"연애상태_싱글, 연애상태_커플",
14415,달고나 먹을까?,"연애상태_싱글, 연애상태_커플",
14413,햄버거 먹자!,"연애상태_싱글, 연애상태_커플",
14411,밀크셰이크 줄게,"연애상태_싱글, 연애상태_커플",
14409,삼계탕 먹을래?,"연애상태_싱글, 연애상태_커플",
14407,별사탕 먹자,"연애상태_싱글, 연애상태_커플",
14405,이유식 만들어 줄게,"연애상태_싱글, 연애상태_커플",
14403,치맥 먹자,"연애상태_싱글, 연애상태_커플",
14401,오징어 구워줄까?,"연애상태_싱글, 연애상태_커플",
14399,고등어 정식 해줄게,"연애상태_싱글, 연애상태_커플",
14395,츄릅 줄게,"연애상태_싱글, 연애상태_커플",
14393,우유 마셔,"연애상태_싱글, 연애상태_커플",
14391,사료 먹을까?,"연애상태_싱글, 연애상태_커플",
14389,상태명 바꿔줄게,"연애상태_싱글, 연애상태_커플",
14385,아무냥 지금 어때?,"연애상태_싱글, 연애상태_커플",
14383,작별 인사하기,"연애상태_싱글, 연애상태_커플",
14381,알 부화시킬래,"연애상태_싱글, 연애상태_커플",
14379,아무냥 색칠할래,"연애상태_싱글, 연애상태_커플",
14377,광고보고 출석 도장 찍을래,"연애상태_싱글, 연애상태_커플",
14367,젊음의 물약..?,"연애상태_싱글, 연애상태_커플",
14365,온천 가자,"연애상태_싱글, 연애상태_커플",
14363,목욕할까?,"연애상태_싱글, 연애상태_커플",
14361,샤워하자,"연애상태_싱글, 연애상태_커플",
14359,마스크팩 할 시간!,"연애상태_싱글, 연애상태_커플",
14357,치카해야지,"연애상태_싱글, 연애상태_커플",
14355,어푸하자,"연애상태_싱글, 연애상태_커플",
14353,칭찬 스티커 붙여줄게,"연애상태_싱글, 연애상태_커플",
14351,용돈 줄게,전체,재물금전운
14349,궁디팡팡,"연애상태_싱글, 연애상태_커플",
14347,손바닥에 하트 뿅,"연애상태_싱글, 연애상태_커플",
14345,털 빗자,"연애상태_싱글, 연애상태_커플",
14343,편지 써줄게,"연애상태_싱글, 연애상태_커플",
14341,이름 불러볼까,"연애상태_싱글, 연애상태_커플",
14339,칭찬해줄게,"연애상태_싱글, 연애상태_커플",
14337,이리와 안아줄게,"연애상태_싱글, 연애상태_커플",
14335,뽀뽀!,"연애상태_싱글, 연애상태_커플",
14333,쓰담쓰담,"연애상태_싱글, 연애상태_커플",
14331,하이파이브!,"연애상태_싱글, 연애상태_커플",
14329,사랑해❤️,"연애상태_싱글, 연애상태_커플",연애_일반
14327,캣타워에서 놀자,"연애상태_싱글, 연애상태_커플",
14325,게임기 해도 돼,"연애상태_싱글, 연애상태_커플",
14323,쥐돌이 돌아다녀,"연애상태_싱글, 연애상태_커플",연애_재회
14321,레이저 나온다!,"연애상태_싱글, 연애상태_커플",
14319,쎄쎄쎄🎵,"연애상태_싱글, 연애상태_커플",
14317,골프 치러 갈까?,"연애상태_싱글, 연애상태_커플",
14315,고급 캣타워야,"연애상태_싱글, 연애상태_커플",
14313,스티커사진 찍을래?,"연애상태_싱글, 연애상태_커플",
14311,영화 보러 가자,"연애상태_싱글, 연애상태_커플",
14309,숨바꼭질 할 시간!,"연애상태_싱글, 연애상태_커플",
14307,박스 들어갈래?,"연애상태_싱글, 연애상태_커플",
14305,댄스타임🎵,"연애상태_싱글, 연애상태_커플",
14303,뜨개질 해보자,"연애상태_싱글, 연애상태_커플",
14301,스크래쳐 할래?,"연애상태_싱글, 연애상태_커플",
14299,쇼핑백 여기있어,"연애상태_싱글, 연애상태_커플",
14297,털실 가지고 놀자,"연애상태_싱글, 연애상태_커플",
14295,오뎅꼬치 줄게,"연애상태_싱글, 연애상태_커플",
14293,프라푸치노 마실래?,"연애상태_싱글, 연애상태_커플",
14291,잠옷 입자,"연애상태_싱글, 연애상태_커플",
14289,마약 방석 여기있어,"연애상태_싱글, 연애상태_커플",
14287,풀리피 세어보자,"연애상태_싱글, 연애상태_커플",
14285,난로 켜줄게,"연애상태_싱글, 연애상태_커플",
14283,핫초코 마셔봐,"연애상태_싱글, 연애상태_커플",
14281,안마의자 앉을래?,"연애상태_싱글, 연애상태_커플",
14279,스파할 시간이야,"연애상태_싱글, 연애상태_커플",
14277,책 읽어줄게,"연애상태_싱글, 연애상태_커플",
14275,안대 씌워줄게,"연애상태_싱글, 연애상태_커플",
14271,홍삼 먹어,"연애상태_싱글, 연애상태_커플",
14269,캣닢 솔솔,"연애상태_싱글, 연애상태_커플",
14267,담요 덮어줄게,"연애상태_싱글, 연애상태_커플",
14265,자장가 불러줄게,"연애상태_싱글, 연애상태_커플",연애_결혼
14263,식빵 구울까?,"연애상태_싱글, 연애상태_커플",
14261,발마사지 해줄게,"연애상태_싱글, 연애상태_커플",
14259,연어회 타임,"연애상태_싱글, 연애상태_커플",
14257,스테이크 해줄게,"연애상태_싱글, 연애상태_커플",
14255,달고나 먹을까?,"연애상태_싱글, 연애상태_커플",
14253,햄버거 먹자!,"연애상태_싱글, 연애상태_커플",
14251,밀크셰이크 줄게,"연애상태_싱글, 연애상태_커플",
14249,삼계탕 먹을래?,"연애상태_싱글, 연애상태_커플",
14247,별사탕 먹자,"연애상태_싱글, 연애상태_커플",
14245,이유식 만들어 줄게,"연애상태_싱글, 연애상태_커플",
14243,치맥 먹자,"연애상태_싱글, 연애상태_커플",
14241,오징어 구워줄까?,"연애상태_싱글, 연애상태_커플",
14239,고등어 정식 해줄게,"연애상태_싱글, 연애상태_커플",
14235,츄릅 줄게,"연애상태_싱글, 연애상태_커플",
14233,우유 마셔,"연애상태_싱글, 연애상태_커플",
14231,사료 먹을까?,"연애상태_싱글, 연애상태_커플",
14229,상태명 바꿔줄게,"연애상태_싱글, 연애상태_커플",
14227,이름 바꾸자,"연애상태_싱글, 연애상태_커플",
14225,아무냥 지금 어때?,"연애상태_싱글, 연애상태_커플",
14223,작별 인사하기,"연애상태_싱글, 연애상태_커플",
14219,아무냥 색칠할래,"연애상태_싱글, 연애상태_커플",
14217,광고보고 출석 도장 찍을래,"연애상태_싱글, 연애상태_커플",
14205,온천 가자,"연애상태_싱글, 연애상태_커플",
14203,목욕할까?,"연애상태_싱글, 연애상태_커플",
14201,샤워하자,"연애상태_싱글, 연애상태_커플",
14199,마스크팩 할 시간!,"연애상태_싱글, 연애상태_커플",
14197,치카해야지,"연애상태_싱글, 연애상태_커플",
14195,어푸하자,"연애상태_싱글, 연애상태_커플",
14193,칭찬 스티커 붙여줄게,"연애상태_싱글, 연애상태_커플",
14191,용돈 줄게,전체,재물금전운
14189,궁디팡팡,"연애상태_싱글, 연애상태_커플",
14187,손바닥에 하트 뿅,"연애상태_싱글, 연애상태_커플",
14185,털 빗자,"연애상태_싱글, 연애상태_커플",
14183,편지 써줄게,"연애상태_싱글, 연애상태_커플",
14181,이름 불러볼까,"연애상태_싱글, 연애상태_커플",
14179,칭찬해줄게,"연애상태_싱글, 연애상태_커플",
14177,이리와 안아줄게,"연애상태_싱글, 연애상태_커플",
14175,뽀뽀!,"연애상태_싱글, 연애상태_커플",
14173,쓰담쓰담,"연애상태_싱글, 연애상태_커플",
14171,하이파이브!,"연애상태_싱글, 연애상태_커플",
14169,사랑해❤️,"연애상태_싱글, 연애상태_커플",연애_일반
14167,캣타워에서 놀자,"연애상태_싱글, 연애상태_커플",
14165,게임기 해도 돼,"연애상태_싱글, 연애상태_커플",
14163,쥐돌이 돌아다녀,"연애상태_싱글, 연애상태_커플",연애_재회
14161,레이저 나온다!,"연애상태_싱글, 연애상태_커플",
14159,쎄쎄쎄🎵,"연애상태_싱글, 연애상태_커플",
14157,골프 치러 갈까?,"연애상태_싱글, 연애상태_커플",
14155,고급 캣타워야,"연애상태_싱글, 연애상태_커플",
14153,스티커사진 찍을래?,"연애상태_싱글, 연애상태_커플",
14151,영화 보러 가자,"연애상태_싱글, 연애상태_커플",
14149,숨바꼭질 할 시간!,"연애상태_싱글, 연애상태_커플",
14147,박스 들어갈래?,"연애상태_싱글, 연애상태_커플",
14145,댄스타임🎵,"연애상태_싱글, 연애상태_커플",
14143,뜨개질 해보자,"연애상태_싱글, 연애상태_커플",
14141,스크래쳐 할래?,"연애상태_싱글, 연애상태_커플",
14139,쇼핑백 여기있어,"연애상태_싱글, 연애상태_커플",
14137,털실 가지고 놀자,"연애상태_싱글, 연애상태_커플",
14135,오뎅꼬치 줄게,"연애상태_싱글, 연애상태_커플",
14133,프라푸치노 마실래?,"연애상태_싱글, 연애상태_커플",
14131,잠옷 입자,"연애상태_싱글, 연애상태_커플",
14129,마약 방석 여기있어,"연애상태_싱글, 연애상태_커플",
14127,풀리피 세어보자,"연애상태_싱글, 연애상태_커플",
14125,난로 켜줄게,"연애상태_싱글, 연애상태_커플",
14123,핫초코 마셔봐,"연애상태_싱글, 연애상태_커플",
14121,안마의자 앉을래?,"연애상태_싱글, 연애상태_커플",
14119,스파할 시간이야,"연애상태_싱글, 연애상태_커플",
14117,책 읽어줄게,"연애상태_싱글, 연애상태_커플",
14115,안대 씌워줄게,"연애상태_싱글, 연애상태_커플",
14111,홍삼 먹어,"연애상태_싱글, 연애상태_커플",
14109,캣닢 솔솔,"연애상태_싱글, 연애상태_커플",
14107,담요 덮어줄게,"연애상태_싱글, 연애상태_커플",
14105,자장가 불러줄게,"연애상태_싱글, 연애상태_커플",연애_결혼
14103,식빵 구울까?,"연애상태_싱글, 연애상태_커플",
14101,발마사지 해줄게,"연애상태_싱글, 연애상태_커플",
14099,연어회 타임,"연애상태_싱글, 연애상태_커플",
14097,스테이크 해줄게,"연애상태_싱글, 연애상태_커플",
14095,달고나 먹을까?,"연애상태_싱글, 연애상태_커플",
14093,햄버거 먹자!,"연애상태_싱글, 연애상태_커플",
14091,밀크셰이크 줄게,"연애상태_싱글, 연애상태_커플",
14089,삼계탕 먹을래?,"연애상태_싱글, 연애상태_커플",
14087,별사탕 먹자,"연애상태_싱글, 연애상태_커플",
14085,이유식 만들어 줄게,"연애상태_싱글, 연애상태_커플",
14083,치맥 먹자,"연애상태_싱글, 연애상태_커플",
14081,오징어 구워줄까?,"연애상태_싱글, 연애상태_커플",
14079,고등어 정식 해줄게,"연애상태_싱글, 연애상태_커플",
